Position,Age,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,PA,Training facilities,Div Rep,FCA
D (C),16.188911704312115,10,19,12,0,0.0,2,11,7,15,8,1750,70,113,15,173,70
D (C),16.188911704312115,12,5,12,0,0.0,10,12,10,8,10,1750,71,117,15,173,76
GK,16.49281314168378,11,8,9,0,0.0,14,11,12,7,5,1800,72,113,15,173,77
ST (C),15.89596167008898,11,6,10,0,0.0,14,12,7,14,8,1750,70,106,15,173,81
ST (C),16.17248459958932,10,16,9,0,0.0,3,12,8,19,5,1800,72,113,15,173,80
GK,16.041067761806982,13,7,13,0,0.0,6,13,1,10,12,1500,61,98,12,125,63
D (L),16.462696783025326,11,18,9,0,0.0,10,8,7,16,11,1550,62,73,12,125,63
AM (R),16.462696783025326,11,14,9,0,0.0,6,11,9,7,12,1600,64,94,12,125,78
AM (C),16.386036960985628,9,8,11,0,0.0,5,10,7,16,12,1700,68,104,12,125,74
AM (C),15.942505133470226,11,7,8,0,0.0,7,11,6,10,13,1600,65,98,12,125,75
ST (C),15.92060232717317,10,3,9,0,0.0,11,12,9,15,13,1650,66,95,12,125,69
M (C),16.01368925393566,10,15,13,0,0.0,16,8,9,20,7,1650,66,109,12,125,76
D (C),16.15879534565366,10,12,10,0,0.0,6,10,5,8,8,1650,66,93,12,125,72
ST (C),16.292950034223136,11,2,11,0,0.0,4,11,8,14,10,1650,67,102,12,125,75
D (L),16.23271731690623,10,1,10,0,0.0,13,10,9,16,12,1700,68,109,12,125,75
D (C),15.969883641341546,10,15,10,0,0.0,15,9,7,17,8,1700,68,103,12,125,74
ST (C),15.989048596851472,13,7,10,0,0.0,8,12,8,10,7,550,65,95,14,117,78
AM (RL),16.142368240930868,12,3,9,0,0.0,14,10,8,7,12,550,65,117,14,117,73
D (C),16.16974674880219,10,9,11,0,0.0,3,13,6,17,5,600,40,77,18,173,50
"AM (C), ST (C)",16.744695414099933,13,14,12,0,0.0,6,10,6,13,15,550,45,75,20,173,56
D (C),16.331279945242983,11,13,15,0,0.0,8,13,14,17,7,800,46,90,15,120,59
D (C),16.503764544832308,11,13,8,0,0.0,11,12,8,20,7,750,43,84,18,173,56
AM (L),26.986995208761122,13,7,11,233,6.7,12,11,20,8,10,1500,80,95,12,73,80
DM,22.127310061601644,14,13,11,332,6.76,9,12,14,9,5,1500,80,94,12,73,80
GK,20.087611225188226,10,4,13,0,0.0,7,14,12,19,11,1250,75,95,12,73,76
ST (C),22.105407255304584,9,8,11,342,6.75,15,11,11,17,10,750,62,71,12,86,62
GK,22.98425735797399,10,7,12,266,6.57,2,9,16,20,5,1250,75,85,10,73,75
D (C),18.16563997262149,12,9,11,478,6.81,8,12,8,11,11,750,80,117,8,110,88
D (L),20.577686516084874,12,15,11,9,0.0,9,9,11,13,13,1250,75,85,1,73,75
D (C),17.5523613963039,11,17,12,0,0.0,6,11,9,7,6,350,49,50,6,80,49
GK,19.071868583162217,11,6,12,90,6.5,12,9,14,7,5,750,65,80,8,73,67
D (C),19.419575633127995,10,14,13,726,6.84,14,10,20,18,10,1000,70,86,14,73,73
D (C),20.139630390143736,10,14,10,276,6.66,9,11,10,19,12,800,81,107,13,80,81
D (C),15.901437371663244,12,6,11,0,0.0,11,12,8,11,5,750,43,84,13,173,52
GK,16.265571526351813,13,6,14,0,0.0,4,10,12,16,10,1850,75,133,15,173,82
M (C),16.380561259411362,11,14,11,0,0.0,8,11,7,14,8,750,43,74,13,173,57
AM (R),16.22450376454483,10,18,11,0,0.0,1,12,10,8,5,1750,70,119,12,125,82
M (C),16.112251882272417,11,11,13,0,0.0,15,10,8,11,5,1500,61,99,12,125,73
ST (C),16.361396303901437,11,12,12,0,0.0,11,10,6,15,6,1500,61,105,12,125,73
D/WB (L),16.008213552361397,11,6,10,0,0.0,1,13,14,17,6,1550,62,88,12,125,67
D/WB (L),15.980835044490075,14,8,13,0,0.0,6,10,17,16,8,1550,62,106,12,125,76
D (L),16.142368240930868,11,3,9,0,0.0,1,12,13,8,11,1600,65,102,12,125,74
ST (C),15.942505133470226,12,9,10,0,0.0,2,13,15,20,11,1650,66,113,12,125,78
WB (L),16.435318275154003,12,14,12,0,0.0,17,13,6,15,15,1650,67,84,12,125,71
ST (C),16.268309377138944,12,16,11,0,0.0,10,11,7,20,9,1700,68,107,12,125,78
AM (R),16.48186173853525,10,9,11,0,0.0,6,11,8,19,5,1650,67,108,12,125,73
AM (L),16.240930869267626,13,7,10,0,0.0,1,10,6,16,13,1650,67,91,12,125,73
"D (C), DM, M (C)",15.84394250513347,14,12,10,0,0.0,12,10,8,15,5,1700,69,106,12,125,81
D/WB (L),17.1854893908282,12,10,13,0,0.0,9,9,10,10,5,800,45,97,12,173,57
D (C),15.980835044490075,14,5,9,0,0.0,10,13,9,9,12,500,42,88,8,80,46
ST (C),16.407939767282684,11,8,13,0,0.0,1,12,19,18,13,650,41,72,12,173,49
D/WB (RL),16.27104722792608,13,14,12,0,0.0,14,13,7,10,9,750,40,92,12,173,52
M (C),16.476386036960985,10,15,12,0,0.0,9,11,7,8,5,550,40,74,12,173,44
D/WB (L),16.199863107460644,10,4,10,0,0.0,8,12,15,8,8,700,40,80,12,173,49
D (C),16.45722108145106,10,8,11,0,0.0,3,13,11,10,13,1750,70,91,13,173,74
GK,16.320328542094455,10,16,10,0,0.0,4,10,8,10,11,1500,61,85,13,173,69
ST (C),16.347707049965777,11,9,12,0,0.0,3,10,7,13,9,1500,61,91,13,173,73
M/AM (LC),16.254620123203285,12,13,11,0,0.0,4,10,9,9,5,1550,63,94,13,173,71
AM (C),16.082135523613964,11,8,11,0,0.0,13,11,10,7,7,1550,63,81,13,173,67
ST (C),16.435318275154003,9,9,12,0,0.0,13,9,6,10,8,1600,64,83,13,173,69
GK,16.21902806297057,10,16,8,0,0.0,11,14,6,12,5,1500,69,111,13,173,76
AM (C),16.257357973990416,13,12,11,0,0.0,6,9,16,13,7,1700,68,107,13,173,83
ST (C),16.249144421629023,13,16,14,0,0.0,1,8,9,16,7,1700,68,103,13,173,81
M (C),16.451745379876797,12,11,10,0,0.0,9,11,9,11,12,1700,69,92,13,173,78
D (C),16.48186173853525,13,14,14,0,0.0,10,11,8,8,8,1750,71,91,13,173,82
"AM (RLC), ST (C)",16.093086926762492,10,9,8,0,0.0,10,14,8,17,6,950,46,89,18,173,58
"DM, M (C)",16.186173853524984,12,17,12,0,0.0,12,11,8,15,12,1300,48,82,18,173,66
ST (C),20.254620123203285,12,14,9,80,6.6,4,12,11,9,8,750,65,75,8,73,64
D (LC),16.142368240930868,8,6,11,0,0.0,2,8,8,12,14,750,45,109,18,173,57
M (C),16.34223134839151,12,9,11,0,0.0,5,10,5,20,6,750,41,78,18,173,50
D/WB (L),15.983572895277208,12,11,10,0,0.0,1,11,5,15,7,400,41,80,18,173,56
D (C),16.281998631074607,12,11,12,0,0.0,6,13,6,12,10,550,40,72,18,173,54
ST (C),21.366187542778917,10,13,12,1582,6.42,9,13,10,18,5,750,65,90,8,73,72
GK,16.136892539356605,10,16,11,0,0.0,10,9,7,11,5,750,40,85,18,173,47
D (C),15.997262149212867,16,13,15,90,6.1,9,13,13,11,6,1000,70,122,10,125,89
M (C),19.750855578370977,11,4,10,62,6.6,4,14,14,18,5,750,65,75,8,73,65
AM (L),22.33538672142368,11,14,13,726,6.62,8,10,20,15,13,1500,80,95,8,73,80
GK,17.481177275838466,10,18,12,0,0.0,13,9,7,15,5,1500,61,86,18,173,70
D (L),16.3750855578371,12,12,11,0,0.0,10,10,9,12,11,1500,61,100,18,173,73
ST (C),15.865845311430528,9,9,11,0,0.0,11,11,5,8,11,1500,61,87,18,173,71
D (L),15.958932238193018,9,9,9,0,0.0,7,9,11,15,12,1500,61,93,18,173,70
M (C),16.12046543463381,12,14,10,0,0.0,14,9,8,17,5,1550,62,90,18,173,75
M/AM (L),16.060232717316907,12,15,12,0,0.0,1,11,8,7,12,1550,63,82,18,173,71
DM,16.42984257357974,11,11,14,0,0.0,6,10,8,18,12,1600,64,92,18,173,72
ST (C),16.05201916495551,11,9,9,0,0.0,15,11,15,9,9,1600,65,96,18,173,71
DM,16.2217659137577,11,15,11,0,0.0,10,9,10,18,8,1650,67,118,18,173,80
D (R),16.462696783025326,10,12,14,0,0.0,8,11,10,19,5,1750,70,103,18,173,76
AM (R),16.060232717316907,12,6,12,0,0.0,13,12,10,7,10,1700,68,110,18,173,83
M (C),16.112251882272417,11,15,12,0,0.0,8,9,7,19,13,1650,66,107,18,173,80
D (C),16.470910335386723,12,6,10,0,0.0,19,12,17,7,11,1650,67,92,18,173,74
AM (R),16.213552361396303,12,9,11,0,0.0,14,11,14,8,13,1700,68,101,18,173,80
M/AM (L),16.468172484599588,12,6,11,0,0.0,6,12,11,15,12,1700,69,107,18,173,81
D (C),16.331279945242983,10,7,10,0,0.0,13,9,8,17,14,1700,69,118,18,173,83
DM,16.416153319644078,13,6,10,0,0.0,8,10,16,19,8,1700,69,120,18,173,85
GK,16.451745379876797,8,13,11,0,0.0,9,9,8,9,7,1650,67,84,15,173,69
M/AM (C),16.188911704312115,11,13,11,0,0.0,14,10,6,8,7,1650,66,104,15,173,77
GK,16.147843942505133,10,18,10,0,0.0,7,10,10,20,5,1650,66,108,15,173,68
D (C),16.407939767282684,12,3,12,0,0.0,2,12,9,10,12,1750,70,115,15,173,82
M/AM (L),16.041067761806982,11,13,9,0,0.0,13,12,18,9,5,1750,70,113,15,173,78
AM (C),16.34223134839151,10,11,9,0,0.0,5,10,10,7,7,1750,71,117,15,173,82
"AM (C), ST (C)",15.893223819301848,10,18,10,0,0.0,12,11,10,7,13,1800,72,109,15,173,83
D (C),16.451745379876797,11,9,10,0,0.0,7,12,16,8,9,1800,73,114,15,173,81
DM,16.309377138945926,15,5,11,0,0.0,5,12,8,15,12,1800,73,105,15,173,80
ST (C),15.97535934291581,9,5,11,0,0.0,13,11,18,9,5,1650,67,106,14,125,76
M/AM (L),16.468172484599588,11,6,14,0,0.0,11,11,7,10,12,1550,62,115,14,125,77
"D (RC), DM, M (RC)",16.076659822039698,11,16,11,0,0.0,3,12,8,16,8,1750,70,111,14,125,89
D (L),16.23271731690623,11,9,8,0,0.0,17,9,7,13,12,1550,63,106,14,125,72
D (C),16.292950034223136,12,12,11,0,0.0,7,9,7,19,8,1600,65,90,14,125,75
"DM, M (C)",15.863107460643395,13,11,13,0,0.0,10,11,7,15,13,1650,67,105,14,125,83
D/WB (L),16.098562628336754,12,12,14,0,0.0,3,11,8,8,5,1750,70,116,14,125,87
AM (R),16.451745379876797,10,15,13,0,0.0,17,11,7,8,7,1700,69,105,14,125,77
D (C),16.75564681724846,11,10,12,0,0.0,7,11,8,15,5,800,50,86,14,173,62
M (C),15.93429158110883,11,8,11,0,0.0,7,10,7,20,12,1550,62,84,16,173,70
ST (C),16.22450376454483,10,5,11,0,0.0,7,13,7,16,5,1600,64,100,16,173,70
M/AM (L),16.435318275154003,12,9,11,0,0.0,7,12,7,8,6,1650,65,101,16,173,75
ST (C),16.23545516769336,10,16,11,0,0.0,2,13,6,16,5,1550,63,103,16,173,73
M/AM (R),16.20807665982204,10,17,11,0,0.0,3,12,7,14,6,1600,64,115,16,173,76
AM (L),15.887748117727584,10,12,10,0,0.0,15,13,5,7,8,1650,66,101,16,173,72
GK,16.459958932238195,13,12,7,0,0.0,6,13,9,15,8,1700,69,105,16,173,75
D (R),15.942505133470226,11,10,11,0,0.0,12,10,20,15,11,1800,73,113,16,173,82
GK,16.358658453114305,14,6,11,0,0.0,13,10,7,7,5,1750,70,115,16,173,74
DM,16.33949349760438,10,6,14,0,0.0,4,9,8,18,9,1650,67,100,16,173,73
"AM (R), ST (C)",16.410677618069816,12,13,12,0,0.0,11,9,8,9,11,1650,67,101,16,173,83
DM,16.27652292950034,11,7,12,0,0.0,13,10,19,13,6,1700,68,110,16,173,73
D (L),15.945242984257359,11,4,13,0,0.0,1,11,7,18,13,1700,69,116,16,173,77
M/AM (C),16.150581793292265,13,12,12,0,0.0,12,10,7,12,9,1700,68,106,16,173,80
ST (C),16.301163586584533,9,15,9,0,0.0,2,10,7,11,11,1700,69,103,16,173,81
D (C),16.34223134839151,12,19,8,0,0.0,9,12,7,7,10,1700,69,120,16,173,79
M (C),17.111567419575632,10,10,14,0,0.0,4,13,8,9,14,700,48,87,14,173,59
M (C),16.673511293634498,11,8,11,0,0.0,6,12,7,16,6,850,45,86,14,173,58
D (C),16.859685147159478,12,18,12,0,0.0,15,10,13,14,13,900,43,96,14,173,53
D/WB (R),16.380561259411362,11,8,11,0,0.0,7,10,6,12,7,800,45,85,14,173,60
"M (RC), AM (C)",16.484599589322382,10,10,8,0,0.0,10,11,9,14,8,1650,67,90,16,173,69
D (L),15.917864476386036,9,6,11,0,0.0,7,9,8,20,6,1650,66,110,16,173,75
M (C),16.021902806297057,12,15,9,0,0.0,14,12,5,19,11,1650,67,107,16,173,80
GK,15.9233401779603,14,16,10,0,0.0,12,10,8,18,11,1700,68,107,16,173,74
D (C),16.317590691307323,10,17,10,0,0.0,16,12,5,7,13,1700,68,104,16,173,76
D (C),16.36413415468857,10,3,9,0,0.0,15,10,8,10,5,1800,73,104,16,173,79
GK,16.309377138945926,10,7,13,0,0.0,5,9,8,17,12,1700,69,122,16,173,77
D (C),16.125941136208077,10,9,9,0,0.0,11,11,10,9,5,1700,68,116,16,173,76
D (R),16.290212183436,13,14,7,0,0.0,8,13,8,13,15,1700,69,108,16,173,83
D (C),16.465434633812457,8,11,14,0,0.0,11,11,20,10,11,1800,73,114,16,173,81
D (C),16.42984257357974,12,14,13,0,0.0,10,10,9,15,12,1800,73,105,16,173,81
ST (C),16.079397672826833,12,11,12,0,0.0,14,11,14,17,5,1800,73,111,16,173,85
D (C),16.39425051334702,10,2,11,0,0.0,17,13,7,18,13,1800,73,115,16,173,78
"DM, M (C)",16.17248459958932,13,6,13,0,0.0,5,9,10,16,8,1850,74,126,16,173,89
AM (C),16.410677618069816,12,18,12,0,0.0,9,11,7,17,9,1800,73,101,16,173,84
D (L),16.28473648186174,11,8,12,0,0.0,7,12,6,8,10,1850,75,128,16,173,88
"AM (C), ST (C)",16.213552361396303,14,8,12,0,0.0,7,11,11,20,12,1800,73,113,16,173,81
GK,17.010266940451746,12,4,13,0,0.0,7,10,17,9,7,800,45,95,13,173,47
D/WB (R),17.28952772073922,13,13,10,0,0.0,10,11,6,11,10,550,43,99,13,173,56
GK,16.16700889801506,12,9,10,0,0.0,2,13,10,11,14,850,41,82,13,173,49
AM (L),16.175222450376456,12,4,9,0,0.0,2,13,7,14,6,650,42,84,13,173,54
D (C),15.906913073237508,11,10,10,0,0.0,16,11,6,7,10,850,40,89,13,173,55
D (R),16.320328542094455,12,9,10,0,0.0,2,9,9,20,13,1650,66,115,19,173,80
M (C),16.45448323066393,11,15,11,0,0.0,6,11,19,10,10,1700,69,118,19,173,77
ST (C),16.309377138945926,11,11,11,0,0.0,11,7,9,17,8,1750,71,115,19,173,82
"AM (C), ST (C)",16.281998631074607,13,6,10,0,0.0,11,10,11,10,9,1800,73,113,19,173,84
D (R),16.435318275154003,12,12,11,0,0.0,5,11,7,17,14,1800,72,97,19,173,81
"AM (C), ST (C)",16.484599589322382,8,16,14,0,0.0,9,9,9,8,12,1800,73,101,19,173,84
D (C),16.59958932238193,9,3,9,0,0.0,14,10,7,9,5,1000,50,78,11,185,56
ST (C),16.240930869267626,10,14,10,0,0.0,8,11,7,9,9,1500,61,90,14,125,68
ST (C),16.227241615331966,11,16,11,0,0.0,8,12,7,11,13,1500,66,110,14,125,79
ST (C),16.03832991101985,10,12,13,0,0.0,8,13,6,20,6,1500,66,94,14,125,81
WB (L),16.150581793292265,10,8,11,0,0.0,5,12,12,17,7,1500,61,84,14,125,67
D/WB (R),15.953456536618754,11,11,9,0,0.0,6,13,10,17,8,1500,61,100,14,125,70
GK,18.050650239561943,10,6,15,0,0.0,6,10,11,8,5,500,51,81,14,178,67
D (C),17.53593429158111,11,5,9,0,0.0,6,11,10,8,10,800,61,83,14,178,70
D (C),17.21013004791239,12,17,10,0,0.0,4,14,17,14,9,500,68,123,16,178,87
D (C),18.143737166324435,11,7,13,0,0.0,10,11,20,19,11,50,35,105,16,178,40
D (C),17.21286789869952,12,1,13,0,0.0,15,13,17,16,10,600,42,101,16,178,44
D (L),17.900068446269678,12,5,11,0,0.0,7,10,9,14,9,850,53,159,16,178,69
DM,17.79876796714579,10,2,9,0,0.0,11,11,5,16,8,100,49,117,16,178,60
D (R),17.336071184120467,13,7,10,0,0.0,14,13,11,10,5,50,35,105,16,178,41
DM,17.626283367556468,12,6,9,0,0.0,13,9,7,18,7,50,35,105,16,178,43
D (L),19.11841204654346,13,14,11,21,7.0,5,12,10,10,6,1000,70,92,8,73,70
ST (C),16.8870636550308,10,4,10,0,0.0,15,11,9,7,5,50,35,100,16,178,40
"AM (L), ST (C)",17.207392197125255,15,9,12,0,0.0,7,12,20,19,9,750,62,92,16,178,77
ST (C),17.349760438056126,13,11,12,0,0.0,15,11,17,17,9,750,63,85,16,178,63
"M (RC), AM (R)",16.670773442847366,9,11,10,0,0.0,2,13,9,19,11,50,35,105,16,178,39
"D (C), DM, M (C)",22.811772758384667,10,7,12,110,6.95,6,12,15,16,9,50,66,81,13,86,67
M (C),16.177960301163587,12,13,11,0,0.0,1,11,8,7,12,1700,69,117,15,173,85
ST (C),16.34223134839151,11,9,12,0,0.0,7,12,8,12,7,1400,56,74,15,173,65
ST (C),16.06297056810404,10,3,11,0,0.0,10,10,7,11,5,1400,56,98,15,173,67
"D (C), DM, M (C)",16.27104722792608,12,8,10,0,0.0,13,12,6,10,11,1400,56,78,15,173,57
GK,16.479123887748116,9,5,9,0,0.0,5,11,19,11,9,1400,57,92,15,173,59
GK,16.13141683778234,13,18,13,0,0.0,15,9,13,17,7,1400,56,95,15,173,61
M/AM (L),16.309377138945926,13,8,10,0,0.0,6,9,7,17,13,1400,56,76,15,173,56
ST (C),16.134154688569474,8,6,9,0,0.0,3,13,12,11,14,1450,58,100,15,173,63
D (R),16.098562628336754,12,4,10,0,0.0,4,10,18,19,15,1450,58,92,15,173,66
M/AM (C),16.177960301163587,13,11,12,0,0.0,8,11,8,18,8,1500,60,90,15,173,72
D (R),16.470910335386723,12,7,14,0,0.0,1,9,9,11,6,1500,61,70,15,173,61
ST (C),16.257357973990416,11,4,11,0,0.0,6,12,7,7,5,1500,60,101,15,173,67
D (C),16.320328542094455,8,19,12,0,0.0,13,10,11,16,13,1550,62,88,15,173,69
DM,16.147843942505133,9,7,12,0,0.0,5,11,8,8,8,1550,63,83,15,173,69
ST (C),16.462696783025326,7,7,12,0,0.0,1,11,18,7,10,1600,65,104,15,173,77
D (L),16.016427104722794,12,18,11,0,0.0,9,11,8,20,9,1600,64,102,15,173,77
GK,16.257357973990416,9,11,13,0,0.0,10,9,10,9,7,1600,65,110,15,173,72
D (R),16.673511293634498,11,9,13,0,0.0,1,13,6,13,9,1650,66,97,14,125,76
AM (C),16.008213552361397,10,16,12,0,0.0,8,9,9,19,5,1650,67,96,14,125,74
"AM (L), ST (C)",16.027378507871322,11,5,12,0,0.0,10,11,6,16,9,1550,63,102,14,125,69
AM (L),15.89596167008898,11,5,10,0,0.0,2,14,17,7,9,1450,59,94,14,125,69
M/AM (R),16.21902806297057,10,15,11,0,0.0,8,11,9,11,8,1500,60,104,14,125,79
AM (R),16.28473648186174,11,5,12,0,0.0,16,11,10,20,13,1450,59,107,14,125,72
"DM, M (C)",16.109514031485283,10,10,12,0,0.0,11,12,11,10,8,1400,57,96,14,125,68
M (C),16.462696783025326,9,15,12,0,0.0,11,10,13,8,7,1400,57,89,14,125,65
"D (C), DM, M (C)",16.361396303901437,9,9,10,0,0.0,4,9,7,13,6,1400,56,88,14,125,63
M (C),16.136892539356605,12,9,11,0,0.0,10,10,10,15,5,1400,56,75,14,125,61
M (C),16.320328542094455,12,16,11,0,0.0,9,10,5,12,8,1600,65,107,14,125,73
AM (C),16.416153319644078,11,9,11,0,0.0,9,10,7,20,10,1550,62,107,14,125,72
"DM, M (C)",16.473648186173854,12,13,13,0,0.0,5,12,8,19,12,1600,64,103,14,125,75
D (C),16.484599589322382,11,9,11,0,0.0,10,11,13,8,5,1500,61,97,14,125,66
D (L),16.257357973990416,13,16,9,0,0.0,10,10,12,19,5,1500,60,96,14,125,73
D (C),16.45722108145106,12,17,12,0,0.0,5,11,17,12,5,1550,63,89,14,125,76
D (C),15.97262149212868,10,4,13,0,0.0,13,12,6,12,12,1600,64,104,14,125,67
D (C),16.355920602327174,9,5,12,0,0.0,6,12,13,11,5,1500,61,97,14,125,71
D (L),16.243668720054757,11,11,9,0,0.0,7,10,10,10,5,1600,64,107,14,125,73
GK,15.986310746064339,9,13,12,0,0.0,12,14,9,10,5,1450,59,81,14,125,65
GK,16.462696783025326,12,5,10,0,0.0,5,11,12,17,14,2100,92,126,18,178,92
GK,16.303901437371664,10,9,12,0,0.0,5,9,10,7,11,1400,56,84,14,125,65
D (L),15.961670088980151,10,3,12,0,0.0,4,11,9,15,9,1400,56,83,14,125,62
D (R),16.249144421629023,10,2,10,0,0.0,5,11,9,13,14,1400,56,74,14,125,59
DM,16.44626967830253,10,9,13,0,0.0,2,10,6,20,8,1400,57,86,14,125,72
M (R),16.03832991101985,11,6,10,0,0.0,7,12,6,13,9,1400,57,84,14,125,70
M/AM (L),15.901437371663244,11,3,10,0,0.0,3,11,11,13,12,1400,57,98,14,125,67
M (L),16.150581793292265,12,6,10,0,0.0,10,10,8,12,7,1550,62,93,14,125,71
D (L),16.00273785078713,12,4,13,0,0.0,10,9,6,12,7,1450,58,89,14,125,67
D (C),15.978097193702943,14,16,9,0,0.0,11,10,8,19,11,1500,60,92,14,125,68
D (R),16.027378507871322,13,17,12,0,0.0,4,10,6,13,7,1500,61,99,14,125,73
ST (C),16.057494866529773,14,18,11,0,0.0,10,7,7,9,15,1550,62,91,14,125,83
AM (C),16.347707049965777,10,13,10,0,0.0,6,12,8,10,7,1550,63,90,14,125,74
D (L),16.501026694045173,11,3,12,0,0.0,3,11,6,12,9,1600,65,106,14,125,76
D (L),16.229979466119097,11,12,8,0,0.0,5,9,8,16,12,1600,64,96,14,125,72
M/AM (C),16.213552361396303,10,4,10,0,0.0,2,10,18,10,11,1600,64,94,14,125,69
M (C),16.05475701574264,11,8,12,0,0.0,3,8,7,19,7,1600,65,102,14,125,79
M (C),16.15605749486653,10,16,10,0,0.0,7,10,5,14,13,1600,65,104,14,125,73
AM (RL),16.843258042436688,9,3,12,0,0.0,10,11,6,13,7,50,35,87,6,85,36
D (C),16.470910335386723,13,18,11,0,0.0,16,11,5,13,12,850,47,80,10,173,57
GK,16.418891170431213,12,5,11,0,0.0,9,11,11,9,10,850,43,88,10,173,45
D (C),16.413415468856947,10,12,12,0,0.0,4,11,7,11,7,750,47,103,10,173,56
"DM, M (C)",16.032854209445585,12,9,11,0,0.0,10,10,5,9,12,900,46,110,10,173,58
GK,16.35044490075291,13,17,12,0,0.0,8,9,11,7,5,850,44,95,10,173,46
M/AM (R),16.39425051334702,10,6,12,0,0.0,11,12,9,8,12,550,45,90,10,173,57
M/AM (C),16.438056125941138,11,13,12,0,0.0,13,10,6,10,13,650,45,99,10,173,58
D/WB (R),16.2217659137577,13,12,12,0,0.0,15,13,2,8,8,650,43,96,10,173,55
M/AM (L),16.473648186173854,9,4,11,0,0.0,9,11,5,10,5,600,43,96,10,173,51
M (C),16.45722108145106,11,10,13,0,0.0,9,10,4,10,7,550,42,77,10,173,56
M/AM (RL),16.369609856262834,11,15,10,0,0.0,8,12,17,20,6,500,42,97,10,173,54
ST (C),15.980835044490075,12,6,12,0,0.0,8,9,10,15,13,750,40,89,10,173,52
D (RC),16.16974674880219,11,14,10,0,0.0,1,9,7,17,10,850,42,71,10,173,53
"AM (LC), ST (C)",16.33949349760438,13,17,12,0,0.0,2,8,19,8,13,650,43,99,10,173,57
D (C),16.28747433264887,13,3,12,0,0.0,7,14,7,11,13,700,41,87,10,173,52
"DM, M (C)",16.487337440109513,13,14,12,0,0.0,9,12,5,20,9,800,48,92,20,173,60
D/WB (L),17.374401095140314,13,10,11,0,0.0,4,10,8,20,11,850,49,84,20,173,62
D (C),16.35318275154004,12,12,10,0,0.0,7,12,7,19,9,1000,46,73,20,173,54
M (C),16.035592060232716,12,8,10,0,0.0,11,10,17,13,8,400,58,98,20,173,73
M (C),15.953456536618754,12,4,13,0,0.0,5,10,9,18,12,800,44,98,20,173,49
D/WB/M (L),16.205338809034906,13,5,11,0,0.0,6,11,4,19,12,800,43,82,20,173,51
"DM, M (C)",16.019164955509925,13,12,11,0,0.0,14,10,6,20,15,550,43,76,20,173,53
"AM (C), ST (C)",16.380561259411362,10,13,12,0,0.0,10,11,7,20,6,750,45,102,20,173,53
M/AM (RL),15.956194387405887,10,4,12,0,0.0,2,10,7,14,14,750,41,99,20,173,52
D (LC),16.309377138945926,12,4,12,0,0.0,3,9,6,19,8,750,43,81,20,173,54
M/AM (C),16.470910335386723,11,12,13,0,0.0,5,11,7,7,7,750,41,97,20,173,58
M/AM (C),16.33675564681725,9,15,8,0,0.0,6,12,7,10,10,350,40,84,20,173,51
M/AM (C),16.399726214921287,11,4,11,0,0.0,6,11,5,15,5,600,40,99,20,173,44
ST (C),16.449007529089666,13,3,11,0,0.0,18,14,7,14,6,850,40,88,20,173,49
D (C),19.38672142368241,10,15,9,0,0.0,3,11,12,19,14,900,55,74,16,173,61
ST (C),16.334017796030118,13,14,11,0,0.0,12,9,5,9,12,800,43,89,16,173,59
GK,16.317590691307323,8,18,10,0,0.0,8,10,7,11,11,650,46,82,16,173,48
D/WB (L),16.213552361396303,13,16,11,0,0.0,5,10,18,7,12,900,42,79,16,173,56
D (C),16.45448323066393,13,10,10,0,0.0,2,10,9,10,13,800,40,85,16,173,55
D (RC),16.459958932238195,11,11,9,0,0.0,14,11,6,16,6,800,44,85,16,173,56
D (C),16.407939767282684,12,8,11,0,0.0,10,11,7,18,15,700,41,73,16,173,51
D (C),15.88227241615332,12,13,11,0,0.0,6,12,8,8,9,850,40,85,16,173,55
D (C),16.243668720054757,11,12,12,0,0.0,5,12,14,12,11,750,40,81,16,173,50
M (C),15.90965092402464,11,9,13,0,0.0,10,10,11,8,6,600,40,77,16,173,46
ST (C),16.199863107460644,10,12,12,0,0.0,8,12,7,20,12,700,40,85,16,173,49
M/AM (LC),16.03832991101985,11,4,8,0,0.0,9,14,8,15,13,800,42,82,16,173,51
ST (C),16.40520191649555,12,15,11,0,0.0,10,11,6,15,13,800,41,89,16,173,62
D/WB (L),17.727583846680357,9,12,13,0,0.0,14,13,9,11,9,50,50,61,12,86,50
M (C),17.420944558521562,11,5,13,0,0.0,5,12,9,18,6,50,45,71,13,86,47
ST (C),17.72210814510609,10,4,11,0,0.0,16,12,6,14,8,50,48,76,13,86,56
D (C),16.301163586584533,10,9,10,0,0.0,7,12,6,11,5,1550,62,99,14,125,69
M (C),17.10335386721424,10,9,13,45,6.2,9,10,20,15,11,350,62,95,13,158,67
M (C),18.116358658453116,10,17,12,0,0.0,8,10,15,19,5,250,60,73,13,158,64
AM (RL),16.985626283367555,13,15,12,0,0.0,18,12,10,14,7,50,53,60,13,158,53
AM (RL),18.297056810403834,12,6,11,0,0.0,12,10,18,15,12,150,58,71,13,158,59
D (C),16.161533196440793,13,17,11,0,0.0,5,13,9,19,7,850,45,81,16,173,52
"D (RC), WB (R)",17.242984257357975,14,10,14,0,0.0,12,12,8,8,9,950,49,91,17,173,62
D/WB (L),16.366872005475702,12,9,12,0,0.0,12,12,10,9,8,850,46,95,15,173,51
