Position,Age,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,Margin,Training facilities,Div Rep,Growth
D (C),16.27378507871321,11,10,10,0,0.0,4,10,5,7,8,50,20,40,8,107,4
GK,16.840520191649556,11,11,11,0,0.0,8,8,13,15,8,50,26,48,8,107,0
GK,16.487337440109513,12,7,11,0,0.0,12,14,5,17,7,50,30,11,8,107,0
GK,17.22655715263518,12,17,13,0,0.0,6,11,14,9,9,1400,56,33,8,94,3
D/WB (R),20.476386036960985,10,2,12,0,0.0,4,12,12,8,7,750,55,39,14,130,0
D (C),16.83230663928816,12,5,13,0,0.0,6,9,7,11,13,1300,53,32,8,94,4
D (C),17.07049965776865,11,2,12,0,0.0,8,12,9,19,13,1450,58,15,8,94,0
AM (C),17.27583846680356,12,14,11,0,0.0,4,11,12,10,10,1300,52,14,8,94,6
ST (C),17.440109514031484,12,17,13,0,0.0,17,12,10,20,6,1550,62,21,14,96,10
GK,16.490075290896645,11,10,10,0,0.0,9,11,4,7,8,1150,46,17,8,94,3
"DM, M (C)",16.290212183436,11,4,9,0,0.0,11,11,13,14,12,1150,47,42,8,94,4
"D (C), DM, M (C)",16.216290212183434,12,15,13,0,0.0,10,11,14,7,13,1150,46,22,8,94,0
AM (C),17.138945927446954,12,12,12,252,6.75,11,12,8,14,5,1500,87,50,18,96,16
"M/AM (C), ST (C)",17.399041752224505,12,13,10,0,0.0,15,13,7,10,10,1250,78,30,17,160,7
D/WB/M (R),16.361396303901437,12,10,11,0,0.0,5,12,19,20,12,250,45,36,13,80,10
GK,18.17932922655715,10,18,11,0,0.0,8,13,9,9,7,1650,67,25,9,94,4
"D (C), DM, M (C)",16.197125256673512,11,4,12,0,0.0,15,11,12,11,8,1400,57,18,9,94,2
M (R),16.7419575633128,12,12,12,0,0.0,10,10,11,12,8,1300,52,9,9,94,1
D (C),16.279260780287473,11,14,12,0,0.0,9,10,7,16,9,1400,56,19,9,94,4
"AM (R), ST (C)",16.418891170431213,13,14,11,0,0.0,8,12,8,14,5,1250,51,27,9,94,14
ST (C),16.369609856262834,10,4,11,0,0.0,5,11,10,11,14,1250,51,33,9,94,2
M/AM (RC),15.89596167008898,11,4,10,224,6.4,8,9,11,18,9,1350,55,38,9,94,5
D (C),16.268309377138944,11,16,10,0,0.0,7,12,6,17,7,1400,56,29,9,94,6
WB (L),16.413415468856947,10,3,12,0,0.0,2,11,8,14,5,1250,51,22,9,94,4
GK,16.13141683778234,12,14,11,0,0.0,8,11,11,17,13,500,42,42,18,173,3
AM (R),21.817932922655714,10,15,12,201,6.4,9,9,10,18,11,750,70,31,9,72,0
ST (C),16.969199178644764,12,11,10,59,7.3,15,12,9,16,8,1850,74,45,16,173,15
D (C),18.973305954825463,9,8,10,80,6.85,11,11,15,12,11,3000,110,15,13,178,1
M (C),20.021902806297057,11,14,13,26,6.4,8,12,10,7,11,1000,70,10,7,73,0
GK,16.605065023956193,11,1,11,0,0.0,5,12,7,9,7,1000,50,50,16,185,1
GK,16.870636550308006,12,7,12,0,0.0,9,13,7,17,13,1000,50,50,16,185,5
ST (C),16.955509924709105,11,4,10,0,0.0,6,10,10,8,12,1000,50,50,16,185,10
D (RC),16.80766598220397,11,5,12,0,0.0,15,8,14,10,11,1000,50,50,16,185,7
AM (RL),16.648870636550306,10,3,10,0,0.0,4,11,6,15,5,1000,50,50,16,185,10
D (C),16.966461327857633,12,10,11,0,0.0,15,10,5,16,5,1000,50,50,16,185,18
AM (RLC),16.125941136208077,13,7,13,0,0.0,13,11,6,16,12,1000,50,50,16,185,17
D (C),16.024640657084188,7,15,11,0,0.0,9,10,8,9,12,1000,50,50,16,185,13
"DM, M (C)",16.49555099247091,13,9,10,0,0.0,4,10,11,7,7,1000,70,58,16,185,25
D (LC),16.205338809034906,10,14,10,0,0.0,3,8,7,17,9,600,41,82,16,185,16
M (C),16.955509924709105,9,17,11,0,0.0,2,12,8,10,5,1000,50,50,16,185,13
D (LC),16.684462696783026,10,11,9,0,0.0,7,11,9,15,14,1000,50,50,16,185,12
"DM, M (C)",18.72142368240931,12,19,12,2086,6.9,8,10,10,14,5,950,74,25,11,94,17
ST (C),20.744695414099933,10,4,10,186,6.6,16,10,16,10,12,1650,83,23,7,73,1
GK,16.18343600273785,11,2,11,0,0.0,14,9,20,18,9,1250,55,48,20,185,15
D (RC),16.670773442847366,13,11,12,0,0.0,6,10,10,13,11,1250,54,42,20,185,20
D (C),16.67624914442163,11,13,12,0,0.0,7,12,6,8,9,1250,52,51,20,185,19
"DM, M (C)",17.2621492128679,12,4,11,0,0.0,4,12,7,15,7,250,45,34,10,130,3
D (C),16.82135523613963,8,7,13,0,0.0,11,13,7,7,12,1000,46,32,20,185,7
D/WB/M (L),16.66255989048597,10,8,13,0,0.0,11,10,8,18,5,1000,45,41,20,185,14
"D (C), DM",16.361396303901437,12,7,10,0,0.0,10,9,9,11,7,1500,68,67,20,185,17
"DM, M (C)",16.799452429842574,8,15,7,0,0.0,11,13,9,14,15,1000,51,59,20,185,17
"M (C), AM (RLC)",16.646132785763175,10,3,14,0,0.0,4,12,13,15,7,1500,64,63,20,185,14
"M (C), AM (RC)",16.83504449007529,12,6,11,0,0.0,6,11,12,17,15,1250,52,55,20,185,13
D/M (R),16.134154688569474,8,16,13,0,0.0,11,10,16,20,6,1000,47,25,20,185,8
D/WB/M (L),16.67624914442163,10,16,11,0,0.0,3,12,9,11,9,1000,45,48,20,185,18
"AM (RLC), ST (C)",16.372347707049965,13,4,11,0,0.0,8,10,9,14,6,1250,51,58,20,185,16
"AM (RL), ST (C)",19.255304585900067,11,17,13,0,0.0,8,13,10,8,8,450,64,24,10,104,10
"AM (RC), ST (C)",18.09719370294319,11,7,11,1667,6.65,7,11,8,9,9,2100,85,22,1,96,4
ST (C),17.09514031485284,11,8,13,0,0.0,7,9,9,12,11,850,60,60,10,134,10
ST (C),20.93908281998631,10,16,11,349,6.7,2,9,9,19,11,1500,80,17,11,87,0
DM,16.71731690622861,11,16,11,0,0.0,11,12,9,11,10,50,33,39,12,107,7
GK,18.888432580424368,9,9,11,0,0.0,5,11,9,19,8,1000,70,20,2,73,0
"DM, M (C)",21.02943189596167,10,8,10,2854,6.82,17,10,20,15,6,1750,85,10,8,73,0
D (C),19.238877481177276,12,19,9,2848,6.57,9,10,10,8,8,1500,80,18,7,73,3
"DM, M (C)",21.508555783709788,11,11,13,39,6.6,7,11,10,9,14,50,56,24,13,94,0
AM (RL),20.021902806297057,11,4,12,0,0.0,6,9,9,14,11,500,60,3,7,73,0
ST (C),23.195071868583163,12,12,11,0,0.0,10,13,16,16,7,1000,70,15,7,73,0
D (L),20.26009582477755,11,16,12,1072,6.74,18,12,12,14,13,1250,75,11,7,73,6
M (C),16.531143052703626,10,9,10,0,0.0,7,9,16,7,9,50,20,40,12,107,2
AM (C),16.982888432580424,12,7,11,0,0.0,7,11,9,16,5,50,32,64,12,107,7
"D (C), DM",16.804928131416837,10,17,9,0,0.0,6,13,7,19,10,50,33,42,12,107,1
ST (C),16.309377138945926,9,15,9,0,0.0,3,9,6,10,8,50,33,66,12,107,5
D (C),16.79397672826831,11,10,9,0,0.0,7,10,6,9,12,50,20,31,5,46,0
DM,16.254620123203285,8,13,11,0,0.0,13,10,8,14,5,50,38,36,5,46,0
WB/M (RL),16.17248459958932,13,12,12,0,0.0,6,11,8,14,5,50,20,8,5,46,0
"D (C), DM, M (C)",16.555783709787818,11,8,10,0,0.0,6,11,7,19,8,50,19,7,5,46,0
D (RLC),16.213552361396303,11,11,11,0,0.0,1,11,13,17,12,50,18,11,5,46,0
"M (C), AM (RLC)",15.989048596851472,11,13,14,0,0.0,7,10,8,7,10,50,18,2,5,46,0
ST (C),17.678302532511978,13,7,10,0,0.0,10,12,6,16,7,50,19,11,5,46,0
ST (C),17.196440793976727,13,11,9,0,0.0,3,12,7,20,6,50,14,21,5,46,2
M (R),17.555099247091032,12,10,8,0,0.0,14,12,7,8,5,50,20,2,5,46,0
"DM, M (C)",16.629705681040384,12,8,11,0,0.0,8,10,3,7,12,50,18,12,5,46,0
"D/WB (R), DM, M (C)",17.815195071868583,10,9,13,0,0.0,10,10,4,18,7,50,19,6,5,46,0
M/AM (C),16.908966461327857,11,4,10,214,6.27,8,12,7,7,7,50,22,30,5,46,0
M (C),17.259411362080765,11,11,11,0,0.0,9,11,9,18,5,50,16,4,5,46,1
"D/WB (R), DM",16.862422997946613,9,12,11,0,0.0,1,12,4,12,13,50,25,23,5,46,0
D/WB (L),17.73579739904175,11,12,12,0,0.0,6,13,10,14,8,50,18,11,5,46,0
D (C),17.267624914442163,11,12,14,0,0.0,9,10,10,8,6,50,20,7,5,46,1
D (C),17.09240246406571,12,16,9,0,0.0,6,8,5,15,10,50,21,10,5,46,0
GK,16.722792607802873,10,6,13,0,0.0,4,13,16,9,10,50,18,10,5,46,0
M (C),20.49555099247091,13,5,11,278,7.33,11,11,9,14,11,1500,80,21,11,73,2
ST (C),17.765913757700204,13,16,8,0,0.0,12,10,7,7,14,800,42,38,14,80,5
D/WB (L),16.20807665982204,12,10,13,0,0.0,1,10,10,12,10,50,30,48,12,107,3
M (C),18.888432580424368,10,8,14,58,6.7,7,10,15,18,11,1000,70,24,7,73,3
"M (C), AM (R)",22.417522245037645,11,13,13,294,6.66,6,11,15,7,7,1250,75,23,11,73,0
GK,16.188911704312115,12,16,10,0,0.0,5,13,6,11,15,750,45,46,12,107,6
"DM, M (C)",19.550992470910334,11,13,11,0,0.0,15,11,12,19,11,750,64,12,8,158,0
AM (L),19.17864476386037,9,4,14,13,0.0,13,11,4,14,8,1000,70,15,8,73,0
M (C),24.10403832991102,10,17,10,138,6.57,7,11,13,15,5,1500,80,8,7,73,0
M (C),17.70841889117043,12,5,14,0,0.0,7,9,8,14,11,1000,80,36,13,117,4
D (L),16.10403832991102,10,2,13,0,0.0,6,10,12,14,11,850,70,38,13,117,5
M (LC),17.385352498288842,10,7,11,0,0.0,10,8,7,7,13,850,70,23,13,117,6
GK,16.91170431211499,13,3,12,0,0.0,11,12,10,19,12,950,75,35,13,117,4
M (C),21.357973990417523,10,8,12,0,0.0,6,10,12,16,5,1850,87,32,8,73,0
AM (RL),19.110198494182068,12,15,11,0,0.0,1,12,9,14,8,1000,70,42,13,158,11
AM (L),18.157426420260094,10,13,10,0,0.0,5,11,8,18,11,600,60,18,8,110,4
M (C),18.086242299794662,13,16,11,0,0.0,6,12,10,18,10,600,60,11,8,110,0
GK,18.12183436002738,13,8,10,0,0.0,7,12,10,10,9,400,60,23,8,110,2
AM (C),18.105407255304584,12,7,10,118,6.5,4,8,9,15,5,650,62,23,8,110,9
ST (C),17.72210814510609,12,14,11,9,0.0,17,11,16,16,11,250,60,31,8,110,11
"DM, M (C)",20.3750855578371,11,5,14,0,0.0,8,10,11,11,13,1000,70,38,18,158,4
M/AM (C),19.79192334017796,11,9,12,0,0.0,1,9,8,15,8,750,64,32,14,158,5
D (C),16.306639288158795,11,9,11,0,0.0,5,12,4,18,8,550,37,68,18,173,3
ST (C),19.50171115674196,10,10,12,40,6.65,5,10,7,14,11,900,58,45,7,73,4
ST (C),16.813141683778234,9,13,10,0,0.0,17,11,8,11,8,1400,56,16,15,96,4
M/AM (C),17.089664613278575,10,11,12,0,0.0,11,11,8,7,12,600,60,21,10,104,8
M/AM (R),18.704996577686515,11,7,12,90,6.5,7,12,8,9,7,850,66,38,9,80,4
"DM, M (C)",16.435318275154003,11,8,10,0,0.0,12,11,5,15,13,850,67,55,18,173,15
GK,16.45722108145106,12,4,11,0,0.0,13,10,13,16,5,750,55,53,10,130,6
M (C),19.29637234770705,11,5,12,628,6.79,12,12,10,19,6,1600,87,29,14,86,1
ST (C),16.35044490075291,12,8,11,0,0.0,11,13,16,15,5,850,70,36,13,117,9
D (C),16.48186173853525,12,16,13,0,0.0,9,11,11,9,11,850,70,35,13,117,8
"AM (RL), ST (C)",21.99315537303217,9,7,10,2046,6.72,13,11,13,7,6,1950,89,16,8,73,0
M (C),19.006160164271048,10,7,13,0,0.0,14,11,11,9,9,600,62,14,12,158,1
"DM, M (C)",19.041752224503764,11,17,12,0,0.0,5,10,11,9,11,600,62,15,12,158,2
M (C),16.36413415468857,11,4,12,0,0.0,17,10,9,18,11,50,39,53,12,173,1
M (C),16.646132785763175,9,7,9,0,0.0,13,10,5,12,13,650,51,57,12,173,9
"DM, M (C)",19.405886379192335,11,10,11,0,0.0,3,10,9,14,10,600,62,12,12,158,1
ST (C),18.7378507871321,12,16,12,0,0.0,10,11,10,8,5,600,62,22,12,158,12
M (C),18.431211498973305,12,8,9,0,0.0,5,11,9,16,10,750,50,35,16,173,10
AM (LC),18.6694045174538,14,7,10,0,0.0,6,11,7,14,7,750,65,43,12,158,5
GK,18.39835728952772,10,9,12,0,0.0,8,10,15,19,7,750,52,25,13,173,2
ST (C),17.360711841204655,11,13,11,0,0.0,3,9,15,17,7,800,43,38,13,173,2
DM,17.43189596167009,12,13,11,0,0.0,1,13,7,15,8,800,47,27,18,173,10
D (C),17.27583846680356,12,14,11,0,0.0,17,9,15,18,10,900,43,35,13,173,0
ST (C),18.247775496235455,12,5,11,0,0.0,5,11,7,20,5,950,50,25,13,173,6
ST (C),16.643394934976044,12,14,12,0,0.0,6,11,6,7,6,750,45,45,18,134,9
"D (C), DM, M (C)",16.20807665982204,12,12,10,0,0.0,13,11,17,19,6,800,45,44,18,134,12
M/AM (R),16.763860369609855,11,16,12,0,0.0,4,10,19,7,8,50,39,62,18,134,20
GK,16.54483230663929,10,12,11,90,6.4,10,9,7,10,14,750,65,44,14,158,13
ST (C),16.26009582477755,11,4,9,0,0.0,4,12,10,8,6,800,66,62,18,134,11
D (C),16.8186173853525,9,6,11,0,0.0,16,9,9,12,5,600,62,36,18,134,6
ST (C),16.459958932238195,13,19,12,0,0.0,7,10,18,17,11,750,59,48,18,134,17
GK,16.692676249144423,12,4,13,0,0.0,2,10,6,7,9,50,35,70,18,134,1
AM (RL),16.032854209445585,12,10,11,0,0.0,11,13,8,18,13,700,60,52,18,134,11
ST (C),16.210814510609172,11,3,10,0,0.0,9,9,6,16,5,650,50,52,18,134,13
"D (R), DM, M (RC)",16.750171115674195,9,10,9,0,0.0,12,10,8,9,13,50,35,68,18,134,3
ST (C),16.654346338124572,11,11,9,0,0.0,7,10,11,9,9,650,47,60,18,134,16
WB (L),16.673511293634498,10,1,13,0,0.0,13,10,16,13,10,850,59,52,18,134,11
"DM, M (C)",16.692676249144423,11,5,9,0,0.0,8,11,10,19,10,50,35,70,18,134,5
ST (C),16.046543463381244,11,6,13,0,0.0,19,10,11,13,10,750,43,67,18,134,18
D/WB/M (L),16.788501026694046,10,5,10,0,0.0,11,11,7,18,10,50,36,72,18,134,5
D (C),16.583162217659137,13,11,10,0,0.0,7,12,11,16,6,650,72,29,14,161,2
ST (C),16.87337440109514,11,2,11,0,0.0,9,10,7,14,5,1000,80,16,13,117,0
M (C),17.782340862423,13,15,11,0,0.0,10,11,7,13,10,1000,80,35,13,117,8
D (C),20.706365503080082,11,14,11,127,6.7,8,10,10,7,5,350,62,23,10,86,1
D (RC),18.68309377138946,12,5,12,0,0.0,6,11,9,18,13,650,58,27,8,110,4
D (C),16.525667351129364,9,12,14,0,0.0,9,11,5,7,8,50,37,68,7,85,4
AM (R),16.331279945242983,7,11,12,0,0.0,13,10,6,18,12,50,40,58,7,85,5
D/WB (L),16.539356605065024,9,18,11,0,0.0,6,8,12,10,14,50,40,77,7,85,8
ST (C),16.098562628336754,9,13,12,0,0.0,4,9,9,7,8,50,40,73,7,85,8
D (C),16.05475701574264,8,16,10,0,0.0,10,9,6,14,6,50,30,60,7,85,0
"D (C), DM, M (C)",16.093086926762492,10,11,12,0,0.0,13,13,16,7,8,50,40,53,7,85,7
"DM, M (C)",16.459958932238195,12,13,12,0,0.0,8,12,5,7,6,50,30,49,7,85,3
"D (LC), DM, M (LC)",16.093086926762492,13,2,12,0,0.0,9,12,7,8,8,50,39,56,7,85,1
AM (RL),18.406570841889117,11,5,10,0,0.0,7,11,16,17,11,750,64,41,8,158,9
ST (C),21.52498288843258,11,12,8,0,0.0,9,12,13,8,14,2000,90,35,13,87,0
"AM (RL), ST (C)",19.145790554414784,8,2,12,1516,6.79,11,8,11,19,7,1250,75,42,13,86,5
ST (C),19.49349760438056,11,1,12,2430,6.92,15,10,11,16,12,1750,85,43,10,86,8
ST (C),16.265571526351813,12,8,11,0,0.0,13,10,6,15,6,900,46,40,18,173,17
ST (C),21.68104038329911,8,5,11,0,0.0,1,11,11,15,6,1300,76,16,8,73,0
D (R),23.797399041752225,9,5,13,192,6.75,10,11,7,14,12,750,62,7,8,85,0
GK,16.670773442847366,12,3,11,0,0.0,6,12,7,14,15,700,45,8,9,72,0
D (R),16.76659822039699,10,1,12,0,0.0,3,10,9,17,7,250,45,18,9,72,3
D (C),16.83230663928816,9,2,12,0,0.0,8,11,5,10,5,250,51,25,9,72,11
D (C),16.83230663928816,13,3,10,0,0.0,11,8,10,12,7,750,45,5,9,72,0
D (L),16.15879534565366,12,9,8,0,0.0,1,12,6,16,11,250,45,21,9,72,8
M/AM (C),15.983572895277208,10,10,11,0,0.0,15,9,5,19,5,250,53,44,9,72,4
AM (RL),16.413415468856947,11,18,11,0,0.0,1,11,5,8,10,250,46,10,9,72,3
AM (LC),16.40520191649555,10,5,10,890,6.92,12,13,9,14,12,500,60,66,9,72,14
ST (C),15.912388774811772,12,3,11,0,0.0,14,10,3,8,5,250,45,13,9,72,3
GK,20.470910335386723,12,16,12,823,6.9,17,10,9,19,13,1600,82,23,8,87,3
GK,16.04928131416838,12,6,11,0,0.0,10,9,7,13,5,800,37,45,17,120,2
M (C),16.22450376454483,10,12,9,0,0.0,3,10,8,19,12,1650,66,31,15,173,5
D (C),16.262833675564682,10,13,13,0,0.0,2,13,9,8,11,1650,66,47,15,173,11
AM (L),21.806981519507186,13,12,10,357,6.59,4,13,13,13,10,1350,77,18,8,73,2
"M/AM (C), ST (C)",22.425735797399042,13,12,11,895,6.94,4,11,7,7,11,750,60,55,7,46,2
M/AM (C),17.423682409308693,9,13,9,0,0.0,8,10,6,18,12,1200,48,20,15,96,5
ST (C),16.733744010951405,10,9,10,0,0.0,9,11,12,10,5,500,50,8,13,85,2
D (C),18.60917180013689,13,11,9,3291,6.74,8,12,10,10,7,1250,66,15,3,46,0
M (C),19.783709787816566,9,13,12,0,0.0,12,8,11,14,5,1500,80,7,8,73,0
GK,19.09924709103354,9,14,11,90,6.7,9,8,9,14,14,1500,80,5,8,73,0
D/AM (L),23.394934976043807,11,18,10,2803,6.96,9,10,11,11,8,1650,83,11,8,73,0
M/AM (C),17.790554414784395,10,3,13,1687,6.94,5,10,10,15,14,100,45,54,3,46,0
D (C),21.27857631759069,10,14,11,1230,6.56,6,11,6,20,5,750,50,20,7,46,0
"M (R), AM (RL)",22.168377823408623,8,13,14,1301,6.46,7,9,6,5,6,250,73,42,8,107,8
GK,17.01574264202601,12,17,11,0,0.0,11,12,7,10,10,750,62,24,12,147,4
"DM, M (C)",17.6290212183436,11,11,11,221,7.0,16,8,8,8,8,1500,85,27,18,96,4
GK,19.463381245722108,10,15,10,90,7.5,8,11,10,19,12,750,65,13,12,85,1
"AM (LC), ST (C)",18.740588637919235,12,5,11,198,6.53,9,12,10,12,15,1000,70,21,9,73,0
D (C),18.157426420260094,15,4,11,4,0.0,10,12,7,18,7,50,54,19,8,86,5
ST (C),22.748802190280628,11,10,13,165,6.66,16,12,11,20,11,950,78,17,5,85,0
D (RC),22.209445585215605,13,13,13,3060,6.48,1,11,12,17,8,1500,92,25,5,85,1
M (C),16.39151266255989,14,13,12,0,0.0,6,11,8,10,7,900,60,42,16,134,16
ST (C),16.80766598220397,9,11,12,0,0.0,9,12,15,10,11,750,60,34,14,161,7
AM (C),17.51403148528405,11,5,11,0,0.0,12,9,20,18,12,750,60,36,14,161,8
D (C),16.65160848733744,8,3,13,0,0.0,6,11,8,7,11,750,60,35,14,161,5
GK,17.817932922655714,10,13,10,0,0.0,18,9,8,15,14,750,60,52,14,161,3
DM,18.135523613963038,13,12,12,466,6.64,16,12,11,12,10,1500,100,45,14,161,9
AM (L),16.67898699520876,14,2,11,0,0.0,10,9,10,13,4,1350,90,57,14,161,6
AM (RL),17.585215605749486,9,9,11,0,0.0,11,10,13,11,12,750,65,36,18,158,8
AM (RL),18.302532511978097,10,16,12,0,0.0,4,13,9,18,7,750,64,39,13,158,16
M (C),17.352498288843258,11,7,10,0,0.0,17,11,7,13,10,1500,60,29,10,117,5
D (C),19.23066392881588,12,16,9,45,6.9,12,10,12,12,13,250,50,13,5,91,1
AM (C),17.998631074606433,9,11,10,0,0.0,16,12,7,17,5,850,60,25,10,117,4
M/AM (C),18.327173169062284,9,14,12,33,6.5,4,10,12,15,11,600,62,36,14,158,20
GK,18.086242299794662,11,17,12,0,0.0,6,10,14,7,11,500,55,37,10,117,2
M/AM (C),17.697467488021903,11,13,11,0,0.0,2,12,15,20,10,750,60,43,14,161,9
GK,16.306639288158795,10,9,14,0,0.0,8,13,7,15,8,1400,78,57,18,178,14
"M/AM (R), ST (C)",16.700889801505816,10,7,11,0,0.0,7,12,17,8,8,1600,82,42,18,178,11
D (C),19.477070499657767,9,15,10,362,6.67,1,10,9,13,13,250,60,13,10,86,1
ST (C),17.073237508555785,12,6,12,0,0.0,4,12,7,7,11,250,40,68,5,46,3
ST (C),18.47501711156742,10,15,9,0,0.0,5,10,15,14,7,50,30,9,5,46,1
M (C),17.555099247091032,11,12,13,0,0.0,1,9,5,16,12,50,25,9,5,46,0
AM (LC),18.732375085557837,12,4,11,18,6.8,6,11,15,13,12,50,41,44,9,73,1
GK,16.413415468856947,12,14,11,0,0.0,2,11,9,20,12,600,65,28,14,161,1
GK,16.125941136208077,10,5,12,0,0.0,9,10,20,14,11,1000,80,56,14,161,9
D (C),16.45722108145106,11,10,10,0,0.0,12,12,8,17,12,650,70,44,14,161,7
D (C),16.438056125941138,11,9,11,0,0.0,11,8,8,14,15,700,70,42,14,161,10
D (R),17.01574264202601,9,11,12,0,0.0,4,11,19,10,7,750,65,42,18,158,9
GK,18.548939082819988,10,5,13,0,0.0,5,12,14,13,5,600,62,11,12,104,0
"D (C), DM",19.184120465434635,10,15,12,0,0.0,15,10,5,7,9,750,65,27,13,158,10
"D (C), DM",18.661190965092402,10,10,10,0,0.0,13,11,8,8,5,600,62,19,13,158,5
D/WB (R),16.358658453114305,11,16,12,0,0.0,7,10,11,14,6,1050,82,49,14,161,7
D (C),16.476386036960985,12,17,10,0,0.0,5,12,10,17,12,1000,81,29,14,161,0
"D (C), DM",16.1533196440794,11,4,14,0,0.0,4,13,10,10,5,700,70,40,14,161,10
"M (C), AM (RLC)",19.003422313483917,14,9,13,0,0.0,2,13,18,16,5,600,62,30,13,158,4
"DM, M (C)",16.33949349760438,11,6,10,0,0.0,8,12,20,16,8,750,72,35,14,161,11
ST (C),16.09034907597536,12,14,13,0,0.0,6,12,7,15,9,600,65,43,14,161,16
M/AM (R),16.501026694045173,11,13,12,0,0.0,11,12,11,20,12,600,65,40,14,161,10
M (C),16.128678986995208,11,9,13,0,0.0,11,11,17,18,10,50,30,60,11,134,6
ST (C),16.536618754277892,12,8,9,0,0.0,12,12,9,20,5,50,30,60,11,134,6
M/AM (LC),16.83504449007529,11,11,11,0,0.0,3,11,7,14,7,50,30,60,11,134,2
D/WB (L),16.490075290896645,13,7,10,0,0.0,10,10,15,15,11,50,31,62,11,134,4
D (R),16.78028747433265,10,10,10,0,0.0,5,10,7,12,9,50,33,66,11,134,2
D/M (R),16.10677618069815,11,7,13,0,0.0,1,9,10,20,8,800,42,54,11,134,7
WB (L),16.35044490075291,10,7,10,0,0.0,13,10,8,17,11,50,36,65,11,134,5
GK,16.856947296372347,11,14,12,0,0.0,8,11,9,12,10,50,30,60,11,134,0
ST (C),16.720054757015742,9,7,12,0,0.0,11,10,9,20,5,50,43,62,11,134,12
ST (C),16.380561259411362,11,3,11,0,0.0,11,13,5,8,14,150,42,73,11,134,9
ST (C),16.11772758384668,10,9,10,0,0.0,6,10,6,8,8,50,39,60,11,134,14
M/AM (C),15.868583162217659,9,13,12,0,0.0,15,13,4,9,13,700,62,42,14,161,7
"DM, M (C)",16.484599589322382,11,12,9,0,0.0,16,10,10,15,10,700,75,55,14,161,9
ST (C),15.956194387405887,10,8,10,0,0.0,7,11,7,15,9,750,72,29,14,161,11
"M/AM (R), ST (C)",16.449007529089666,11,14,11,0,0.0,6,9,11,17,8,650,65,33,14,161,12
D (C),18.379192334017795,10,11,12,146,6.6,8,9,20,19,12,900,70,4,7,80,0
ST (C),16.31211498973306,13,2,11,0,0.0,3,12,8,9,13,600,65,54,14,161,12
"DM, M (C)",16.88432580424367,9,7,9,0,0.0,6,13,5,11,5,850,73,40,14,161,4
D (C),16.591375770020534,13,4,11,0,0.0,10,12,12,11,11,950,76,68,15,117,5
"D (R), WB (L)",15.989048596851472,12,12,12,0,0.0,2,11,7,17,5,750,60,55,15,117,9
GK,16.38877481177276,12,9,9,0,0.0,8,12,13,16,6,900,70,68,17,161,14
M/AM (L),17.11978097193703,12,11,9,0,0.0,14,12,9,17,5,1000,60,10,15,96,2
D (C),19.21423682409309,13,11,11,0,0.0,6,10,9,8,7,1000,65,35,12,104,5
D (C),19.082819986310746,9,10,12,0,0.0,10,7,10,9,9,750,64,29,12,104,4
"DM, M (C)",19.197809719370294,11,13,11,0,0.0,10,10,9,19,8,500,65,28,12,104,3
D (R),16.955509924709105,9,14,10,0,0.0,2,13,9,11,9,750,57,15,15,96,0
DM,17.700205338809035,13,7,11,0,0.0,2,8,11,9,12,750,58,20,15,96,2
"DM, M (C)",17.30321697467488,13,15,15,0,0.0,11,9,13,12,6,2050,83,47,17,125,9
GK,16.432580424366872,10,12,10,0,0.0,8,13,13,16,5,550,41,40,15,85,4
M (C),16.536618754277892,10,7,11,0,0.0,8,11,12,14,13,600,48,39,15,85,11
D (R),16.687200547570157,9,7,12,0,0.0,10,12,6,10,12,50,30,60,15,85,2
M/AM (C),16.016427104722794,15,4,12,0,0.0,6,10,6,17,14,900,70,42,15,85,11
D (C),16.654346338124572,12,1,11,0,0.0,6,12,8,12,5,50,30,27,15,85,8
D (C),16.815879534565365,9,5,11,0,0.0,12,12,7,15,12,50,30,60,15,85,1
ST (C),16.123203285420946,12,15,9,0,0.0,8,11,6,15,7,50,31,53,15,85,6
AM (R),16.366872005475702,11,3,11,0,0.0,9,11,10,8,7,50,30,60,15,85,4
D (L),16.955509924709105,13,10,12,0,0.0,14,12,14,17,11,50,38,40,15,85,7
ST (C),16.462696783025326,8,10,11,0,0.0,3,12,13,18,9,50,39,66,15,85,6
D (L),16.372347707049965,12,17,10,20,6.6,16,10,9,11,7,900,68,68,16,85,15
GK,16.788501026694046,10,15,13,0,0.0,1,11,6,13,14,750,57,25,16,85,7
"M (R), AM (RC)",16.810403832991103,10,7,12,410,7.12,9,13,7,8,12,800,68,69,16,85,16
D (C),16.58590006844627,11,7,12,72,6.9,6,10,12,18,8,800,56,46,16,85,15
D/WB (L),16.298425735797398,12,13,12,0,0.0,11,10,9,17,14,1750,80,76,17,185,14
M/AM (C),16.290212183436,11,13,9,0,0.0,8,11,11,9,13,1750,78,76,17,185,10
"DM, M (C)",16.290212183436,10,4,12,0,0.0,13,11,6,16,8,1500,67,62,17,185,12
"DM, M/AM (C)",16.057494866529773,9,9,13,0,0.0,7,13,7,16,12,50,32,22,9,85,4
"D (RLC), DM, M (C)",16.057494866529773,10,10,11,0,0.0,1,11,12,7,9,50,32,32,9,85,0
M/AM (RL),16.13141683778234,11,13,12,0,0.0,7,10,18,8,9,50,40,10,9,85,1
